     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
            LG8 |         7153302 |         7153304 |         7153298 |         7153300 |             TGA  |               2  |  -
           LG10 |         2453554 |         2453556 |         2453557 |         2453559 |             TGA  |               3  |  +
           LG20 |        25754610 |        25754612 |        25754513 |        25754515 |             TAG  |              95  |  -
             UN |        32276157 |        32276159 |        32276160 |        32276162 |             TGA  |               3  |  +
            LG8 |         9131020 |         9131022 |         9131016 |         9131018 |             TAA  |               2  |  -
             UN |         5613137 |         5613139 |         5613022 |         5613024 |             TAG  |             113  |  -
           LG19 |        15478111 |        15478113 |        15478107 |        15478109 |             TAA  |               2  |  -
             UN |        61792853 |        61792855 |        61792892 |        61792894 |             TAA  |              39  |  +
             UN |        63142710 |        63142712 |        63142950 |        63142952 |             TAG  |             240  |  +
            LG4 |         5255964 |         5255966 |         5255967 |         5255969 |             TGA  |               3  |  +
             UN |        39016614 |        39016616 |        39016617 |        39016619 |             TAA  |               3  |  +
            LG9 |         4695380 |         4695382 |         4695383 |         4695385 |             TAG  |               3  |  +
             UN |        86941525 |        86941527 |        86941521 |        86941523 |             TAA  |               2  |  -
            LG8 |         1126664 |         1126666 |         1126660 |         1126662 |             TAA  |               2  |  -
           LG13 |        20313452 |        20313454 |        20313455 |        20313457 |             TAG  |               3  |  +
